"","agency","forecaster","retYr","dist","stream","fwA","oA","ret","System"
"2468",1,1,2013,322,7,2,3,2143.478,"Egegik"
"2469",1,1,2013,321,8,1,2,828.63,"Ugashik"
"2470",1,1,2013,321,8,1,3,1297.499,"Ugashik"
"2471",1,1,2013,321,8,2,2,672.599,"Ugashik"
"2472",1,1,2013,321,8,2,3,329.985,"Ugashik"
"2473",1,1,2013,326,9,1,2,135.816,"Togiak"
"2474",1,1,2013,326,9,1,3,467.578,"Togiak"
"2475",1,1,2013,326,9,2,2,35.715,"Togiak"
"2476",1,1,2013,326,9,2,3,53.04,"Togiak"
"2477",1,1,2014,324,4,1,2,2255.806,"Kvichak"
"2478",1,1,2014,324,4,1,3,547.808,"Kvichak"
"2479",1,1,2014,324,4,2,2,2723.432,"Kvichak"
"2480",1,1,2014,324,4,2,3,398.163,"Kvichak"
"2481",1,1,2014,324,6,1,2,307.44975,"Alagnak"
"2482",1,1,2014,324,6,1,3,1255.787,"Alagnak"
"2483",1,1,2014,324,6,2,2,154.352,"Alagnak"
"2484",1,1,2014,324,6,2,3,74.004,"Alagnak"
"2485",1,1,2014,324,5,1,2,1989.42225,"Naknek"
"2486",1,1,2014,324,5,1,3,1217.063,"Naknek"
"2487",1,1,2014,324,5,2,2,569.425,"Naknek"
"2488",1,1,2014,324,5,2,3,428.308,"Naknek"
"2489",1,1,2014,322,7,1,2,880.776,"Egegik"
"2490",1,1,2014,322,7,1,3,735.744,"Egegik"
"2491",1,1,2014,322,7,2,2,3985.93125,"Egegik"
"2492",1,1,2014,322,7,2,3,1325.79,"Egegik"
"2493",1,1,2014,321,8,1,2,818.143,"Ugashik"
"2494",1,1,2014,321,8,1,3,814.688,"Ugashik"
"2495",1,1,2014,321,8,2,2,572.832,"Ugashik"
"2496",1,1,2014,321,8,2,3,238.974,"Ugashik"
"2497",1,1,2014,325,2,1,2,115.158,"Nushagak"
"2498",1,1,2014,325,2,1,3,895.757,"Nushagak"
"2499",1,1,2014,325,2,2,2,50.698,"Nushagak"
"2500",1,1,2014,325,2,2,3,22.741,"Nushagak"
"2501",1,1,2014,325,2,0,3,49.5,"Nushagak"
"2502",1,1,2014,325,2,1,4,169.837,"Nushagak"
"2503",1,1,2014,325,3,1,2,107.913,"Igushik"
"2504",1,1,2014,325,3,1,3,515.961,"Igushik"
"2505",1,1,2014,325,3,2,2,18.272,"Igushik"
"2506",1,1,2014,325,3,2,3,28.789,"Igushik"
"2507",1,1,2014,325,1,1,2,3576.12125,"Wood"
"2508",1,1,2014,325,1,1,3,1706.66,"Wood"
"2509",1,1,2014,325,1,2,2,286.151,"Wood"
"2510",1,1,2014,325,1,2,3,56.355,"Wood"
"2511",1,1,2014,326,9,1,2,111.192,"Togiak"
"2512",1,1,2014,326,9,1,3,370.915,"Togiak"
"2513",1,1,2014,326,9,2,2,33.058,"Togiak"
"2514",1,1,2014,326,9,2,3,26.922,"Togiak"
"2515",1,1,2015,324,4,1,2,2736.124,"Kvichak"
"2516",1,1,2015,324,4,1,3,1702.481,"Kvichak"
"2517",1,1,2015,324,4,2,2,8729.279,"Kvichak"
"2518",1,1,2015,324,4,2,3,888.398,"Kvichak"
"2519",1,1,2015,324,6,1,2,520.015,"Alagnak"
"2520",1,1,2015,324,6,1,3,1172.163,"Alagnak"
"2521",1,1,2015,324,6,2,2,122.0065,"Alagnak"
"2522",1,1,2015,324,6,2,3,77.553,"Alagnak"
"2523",1,1,2015,324,5,1,2,3003.461,"Naknek"
"2524",1,1,2015,324,5,1,3,3747.345,"Naknek"
"2525",1,1,2015,324,5,2,2,785.728,"Naknek"
"2526",1,1,2015,324,5,2,3,512.498,"Naknek"
"2527",1,1,2015,322,7,1,2,1093.077,"Egegik"
"2528",1,1,2015,322,7,1,3,1538.576,"Egegik"
"2529",1,1,2015,322,7,2,2,7304.609,"Egegik"
"2530",1,1,2015,322,7,2,3,2985.629,"Egegik"
"2531",1,1,2015,321,8,1,2,1563.484,"Ugashik"
"2532",1,1,2015,321,8,1,3,1112.075,"Ugashik"
"2533",1,1,2015,321,8,2,2,763.41,"Ugashik"
"2534",1,1,2015,321,8,2,3,206.836,"Ugashik"
"2535",1,1,2015,325,2,1,2,117.258,"Nushagak"
"2536",1,1,2015,325,2,1,3,1434.683,"Nushagak"
"2537",1,1,2015,325,2,2,2,7.782,"Nushagak"
"2538",1,1,2015,325,2,2,3,16.41,"Nushagak"
"2539",1,1,2015,325,2,0,3,38.222,"Nushagak"
"2540",1,1,2015,325,2,1,4,109.652,"Nushagak"
"2541",1,1,2015,325,3,1,2,175.064,"Igushik"
"2542",1,1,2015,325,3,1,3,837.606,"Igushik"
"2543",1,1,2015,325,3,2,2,13.693,"Igushik"
"2544",1,1,2015,325,3,2,3,30.686,"Igushik"
"2545",1,1,2015,325,1,1,2,2289.384,"Wood"
"2546",1,1,2015,325,1,1,3,2846.205,"Wood"
"2547",1,1,2015,325,1,2,2,209.179,"Wood"
"2548",1,1,2015,325,1,2,3,113.228,"Wood"
"2549",1,1,2015,326,9,1,2,197.821,"Togiak"
"2550",1,1,2015,326,9,1,3,426.975,"Togiak"
"2551",1,1,2015,326,9,2,2,21.457,"Togiak"
"2552",1,1,2015,326,9,2,3,27.775,"Togiak"
"2553",1,1,2016,324,4,1,2,2639.326,"Kvichak"
"2554",1,1,2016,324,4,1,3,1360.845,"Kvichak"
"2555",1,1,2016,324,4,2,2,7636.064,"Kvichak"
"2556",1,1,2016,324,4,2,3,1360.32,"Kvichak"
"2557",1,1,2016,324,6,1,2,1304.15,"Alagnak"
"2558",1,1,2016,324,6,1,3,3817.883,"Alagnak"
"2559",1,1,2016,324,6,2,2,230.648,"Alagnak"
"2560",1,1,2016,324,6,2,3,165.708,"Alagnak"
"2561",1,1,2016,324,5,1,2,965.332,"Naknek"
"2562",1,1,2016,324,5,1,3,1747.643,"Naknek"
"2563",1,1,2016,324,5,2,2,1254.344,"Naknek"
"2564",1,1,2016,324,5,2,3,928.251,"Naknek"
"2565",1,1,2016,322,7,1,2,1725.835,"Egegik"
"2566",1,1,2016,322,7,1,3,1078.873,"Egegik"
"2567",1,1,2016,322,7,2,2,4466.773,"Egegik"
"2568",1,1,2016,322,7,2,3,3269.202,"Egegik"
"2569",1,1,2016,321,8,1,2,1290.818,"Ugashik"
"2570",1,1,2016,321,8,1,3,1321.49,"Ugashik"
"2571",1,1,2016,321,8,2,2,1688.358,"Ugashik"
"2572",1,1,2016,321,8,2,3,488.771,"Ugashik"
"2573",1,1,2016,325,2,1,2,159.912,"Nushagak"
"2574",1,1,2016,325,2,1,3,1760.615,"Nushagak"
"2575",1,1,2016,325,2,2,2,3.218,"Nushagak"
"2576",1,1,2016,325,2,2,3,13.88,"Nushagak"
"2577",1,1,2016,325,2,0,3,37.344,"Nushagak"
"2578",1,1,2016,325,2,1,4,175.07,"Nushagak"
"2579",1,1,2016,325,3,1,2,193.852,"Igushik"
"2580",1,1,2016,325,3,1,3,948.513,"Igushik"
"2581",1,1,2016,325,3,2,2,10.368,"Igushik"
"2582",1,1,2016,325,3,2,3,20.834,"Igushik"
"2583",1,1,2016,325,1,1,2,5121.8205,"Wood"
"2584",1,1,2016,325,1,1,3,2770.315,"Wood"
"2585",1,1,2016,325,1,2,2,186.309,"Wood"
"2586",1,1,2016,325,1,2,3,84.581,"Wood"
"2587",1,1,2016,326,9,1,2,178.05,"Togiak"
"2588",1,1,2016,326,9,1,3,465.519,"Togiak"
"2589",1,1,2016,326,9,2,2,18.605,"Togiak"
"2590",1,1,2016,326,9,2,3,22.528,"Togiak"
"2591",1,1,2017,324,4,1,2,2191.37,"Kvichak"
"2592",1,1,2017,324,4,1,3,2902.775,"Kvichak"
"2593",1,1,2017,324,4,2,2,2155.148,"Kvichak"
"2594",1,1,2017,324,4,2,3,371.266,"Kvichak"
"2595",1,1,2017,324,6,1,2,1296.097,"Alagnak"
"2596",1,1,2017,324,6,1,3,1744.663,"Alagnak"
"2597",1,1,2017,324,6,2,2,233.828,"Alagnak"
"2598",1,1,2017,324,6,2,3,214.717,"Alagnak"
"2599",1,1,2017,324,5,1,2,2064.09,"Naknek"
"2600",1,1,2017,324,5,1,3,2895.558,"Naknek"
"2601",1,1,2017,324,5,2,2,558.428,"Naknek"
"2602",1,1,2017,324,5,2,3,582.932,"Naknek"
"2603",1,1,2017,322,7,1,2,2249.42,"Egegik"
"2604",1,1,2017,322,7,1,3,2961.568,"Egegik"
"2605",1,1,2017,322,7,2,2,3040.31,"Egegik"
"2606",1,1,2017,322,7,2,3,2457.01,"Egegik"
"2607",1,1,2017,321,8,1,2,1433.615,"Ugashik"
"2608",1,1,2017,321,8,1,3,2495.048,"Ugashik"
"2609",1,1,2017,321,8,2,2,589.774,"Ugashik"
"2610",1,1,2017,321,8,2,3,478.697,"Ugashik"
"2611",1,1,2017,325,2,1,2,210.22,"Nushagak"
"2612",1,1,2017,325,2,1,3,1908.713,"Nushagak"
"2613",1,1,2017,325,2,2,2,1.873,"Nushagak"
"2614",1,1,2017,325,2,2,3,14.924,"Nushagak"
"2615",1,1,2017,325,2,0,3,19.047,"Nushagak"
"2616",1,1,2017,325,2,1,4,212.606,"Nushagak"
"2617",1,1,2017,325,3,1,2,200.677,"Igushik"
"2618",1,1,2017,325,3,1,3,924.445,"Igushik"
"2619",1,1,2017,325,3,2,2,12.351,"Igushik"
"2620",1,1,2017,325,3,2,3,16.264,"Igushik"
"2621",1,1,2017,325,1,1,2,3159.496,"Wood"
"2622",1,1,2017,325,1,1,3,2462.494,"Wood"
"2623",1,1,2017,325,1,2,2,166.667,"Wood"
"2624",1,1,2017,325,1,2,3,74.958,"Wood"
"2625",1,1,2017,326,9,1,2,154.332,"Togiak"
"2626",1,1,2017,326,9,1,3,588.754,"Togiak"
"2627",1,1,2017,326,9,2,2,29.723,"Togiak"
"2628",1,1,2017,326,9,2,3,21.687,"Togiak"
"2629",1,1,2018,324,4,1,2,4759.436,"Kvichak"
"2630",1,1,2018,324,4,1,3,2155.47,"Kvichak"
"2631",1,1,2018,324,4,2,2,932.593,"Kvichak"
"2632",1,1,2018,324,4,2,3,525.8491563,"Kvichak"
"2633",1,1,2018,324,6,1,2,556.607,"Alagnak"
"2634",1,1,2018,324,6,1,3,2804.805,"Alagnak"
"2635",1,1,2018,324,6,2,2,181.276,"Alagnak"
"2636",1,1,2018,324,6,2,3,158.831,"Alagnak"
"2637",1,1,2018,324,5,1,2,1529.46,"Naknek"
"2638",1,1,2018,324,5,1,3,3298.452,"Naknek"
"2639",1,1,2018,324,5,2,2,334.0890625,"Naknek"
"2640",1,1,2018,324,5,2,3,649.686,"Naknek"
"2641",1,1,2018,322,7,1,2,1085.57,"Egegik"
"2642",1,1,2018,322,7,1,3,2552.263,"Egegik"
"2643",1,1,2018,322,7,2,2,3009.931,"Egegik"
"2644",1,1,2018,322,7,2,3,3021.42,"Egegik"
"2645",1,1,2018,321,8,1,2,1983.391438,"Ugashik"
"2646",1,1,2018,321,8,1,3,1634.835,"Ugashik"
"2647",1,1,2018,321,8,2,2,501.895,"Ugashik"
"2648",1,1,2018,321,8,2,3,255.277,"Ugashik"
"2649",1,1,2018,325,2,1,2,987.381,"Nushagak"
"2650",1,1,2018,325,2,1,3,2718.497,"Nushagak"
"2651",1,1,2018,325,2,2,2,12.336,"Nushagak"
"2652",1,1,2018,325,2,2,3,12.311,"Nushagak"
"2653",1,1,2018,325,2,0,3,18.085,"Nushagak"
"2654",1,1,2018,325,2,1,4,242.855,"Nushagak"
"2655",1,1,2018,325,3,1,2,502.564,"Igushik"
"2656",1,1,2018,325,3,1,3,1609.956,"Igushik"
"2657",1,1,2018,325,3,2,2,11.232,"Igushik"
"2658",1,1,2018,325,3,2,3,11.657,"Igushik"
"2659",1,1,2018,325,1,1,2,5278.251,"Wood"
"2660",1,1,2018,325,1,1,3,3117.669,"Wood"
"2661",1,1,2018,325,1,2,2,163.951,"Wood"
"2662",1,1,2018,325,1,2,3,56.319,"Wood"
"2663",1,1,2018,326,9,1,2,191.828,"Togiak"
"2664",1,1,2018,326,9,1,3,659.273,"Togiak"
"2665",1,1,2018,326,9,2,2,13.808,"Togiak"
"2666",1,1,2018,326,9,2,3,18.658,"Togiak"
"2667",1,1,2019,324,4,1,2,2989.652,"Kvichak"
"2668",1,1,2019,324,4,1,3,2413.97,"Kvichak"
"2669",1,1,2019,324,4,2,2,1785.545,"Kvichak"
"2670",1,1,2019,324,4,2,3,49.722,"Kvichak"
"2671",1,1,2019,324,6,1,2,1466.587,"Alagnak"
"2672",1,1,2019,324,6,1,3,1847.015,"Alagnak"
"2673",1,1,2019,324,6,2,2,150.375,"Alagnak"
"2674",1,1,2019,324,6,2,3,57.5955,"Alagnak"
"2675",1,1,2019,324,5,1,2,1976.235,"Naknek"
"2676",1,1,2019,324,5,1,3,3000.258,"Naknek"
"2677",1,1,2019,324,5,2,2,384.471,"Naknek"
"2678",1,1,2019,324,5,2,3,377.493,"Naknek"
"2679",1,1,2019,322,7,1,2,2919.514,"Egegik"
"2680",1,1,2019,322,7,1,3,2024.875,"Egegik"
"2681",1,1,2019,322,7,2,2,1575.527,"Egegik"
"2682",1,1,2019,322,7,2,3,1157.647,"Egegik"
"2683",1,1,2019,321,8,1,2,1932.539,"Ugashik"
"2684",1,1,2019,321,8,1,3,1770.54,"Ugashik"
"2685",1,1,2019,321,8,2,2,154.707,"Ugashik"
"2686",1,1,2019,321,8,2,3,47.833,"Ugashik"
"2687",1,1,2019,325,2,1,2,1097.785,"Nushagak"
"2688",1,1,2019,325,2,1,3,4411.712,"Nushagak"
"2689",1,1,2019,325,2,2,2,5.4765,"Nushagak"
"2690",1,1,2019,325,2,2,3,24.121,"Nushagak"
"2691",1,1,2019,325,2,0,3,27.322,"Nushagak"
"2692",1,1,2019,325,2,1,4,332.304,"Nushagak"
"2693",1,1,2019,325,3,1,2,555.133,"Igushik"
"2694",1,1,2019,325,3,1,3,1089.59,"Igushik"
"2695",1,1,2019,325,3,2,2,10.33,"Igushik"
"2696",1,1,2019,325,3,2,3,10.268,"Igushik"
"2697",1,1,2019,325,1,1,2,1936.32,"Wood"
"2698",1,1,2019,325,1,1,3,5421.835,"Wood"
"2699",1,1,2019,325,1,2,2,224.424,"Wood"
"2700",1,1,2019,325,1,2,3,32.4,"Wood"
"2701",1,1,2019,326,9,1,2,231.61,"Togiak"
"2702",1,1,2019,326,9,1,3,1099.519,"Togiak"
"2703",1,1,2019,326,9,2,2,24.21,"Togiak"
"2704",1,1,2019,326,9,2,3,9.543,"Togiak"
"2705",1,1,2020,324,4,1,2,2624.254,"Kvichak"
"2706",1,1,2020,324,4,1,3,2772.669,"Kvichak"
"2707",1,1,2020,324,4,2,2,470.027,"Kvichak"
"2708",1,1,2020,324,4,2,3,106.347,"Kvichak"
"2709",1,1,2020,324,6,1,2,912.307,"Alagnak"
"2710",1,1,2020,324,6,1,3,1544.045,"Alagnak"
"2711",1,1,2020,324,6,2,2,61.823,"Alagnak"
"2712",1,1,2020,324,6,2,3,23.623,"Alagnak"
"2713",1,1,2020,324,5,1,2,958.653,"Naknek"
"2714",1,1,2020,324,5,1,3,4073.601,"Naknek"
"2715",1,1,2020,324,5,2,2,600.367,"Naknek"
"2716",1,1,2020,324,5,2,3,366.863,"Naknek"
"2717",1,1,2020,322,7,1,2,1553.837,"Egegik"
"2718",1,1,2020,322,7,1,3,6075.73,"Egegik"
"2719",1,1,2020,322,7,2,2,1365.723,"Egegik"
"2720",1,1,2020,322,7,2,3,1188.853,"Egegik"
"2721",1,1,2020,321,8,1,2,2437.079,"Ugashik"
"2722",1,1,2020,321,8,1,3,1383.436,"Ugashik"
"2723",1,1,2020,321,8,2,2,358.924,"Ugashik"
"2724",1,1,2020,321,8,2,3,43.502,"Ugashik"
"2725",1,1,2020,325,3,1,2,311.23,"Igushik"
"2726",1,1,2020,325,3,1,3,646.241,"Igushik"
"2727",1,1,2020,325,3,2,2,12.127,"Igushik"
"2728",1,1,2020,325,3,2,3,8.289,"Igushik"
"2729",1,1,2020,325,1,1,2,10690.412,"Wood"
"2730",1,1,2020,325,1,1,3,3147.327,"Wood"
"2731",1,1,2020,325,1,2,2,214.604,"Wood"
"2732",1,1,2020,325,1,2,3,45.234,"Wood"
"2733",1,1,2020,325,2,1,2,984.648,"Nushagak"
"2734",1,1,2020,325,2,1,3,2902.653,"Nushagak"
"2735",1,1,2020,325,2,2,2,13.875,"Nushagak"
"2736",1,1,2020,325,2,2,3,27.289,"Nushagak"
"2737",1,1,2020,326,9,1,2,145.459,"Togiak"
"2738",1,1,2020,326,9,1,3,716.473,"Togiak"
"2739",1,1,2020,326,9,2,2,19.066,"Togiak"
"2740",1,1,2020,326,9,2,3,2.946,"Togiak"
"2741",1,1,2020,325,2,0,3,27.654,"Nushagak"
"2742",1,1,2020,325,2,1,4,88.087,"Nushagak"
"2743",1,1,2021,324,4,1,2,2768.272,"Kvichak"
"2744",1,1,2021,324,4,1,3,2222.707,"Kvichak"
"2745",1,1,2021,324,4,2,2,306.929,"Kvichak"
"2746",1,1,2021,324,4,2,3,60.634,"Kvichak"
"2747",1,1,2021,324,6,1,2,1469.07,"Alagnak"
"2748",1,1,2021,324,6,1,3,2001.116,"Alagnak"
"2749",1,1,2021,324,6,2,2,20.57,"Alagnak"
"2750",1,1,2021,324,6,2,3,61.9105,"Alagnak"
"2751",1,1,2021,324,5,1,2,2864.090123,"Naknek"
"2752",1,1,2021,324,5,1,3,3920.402,"Naknek"
"2753",1,1,2021,324,5,2,2,425.927,"Naknek"
"2754",1,1,2021,324,5,2,3,213.7,"Naknek"
"2755",1,1,2021,322,7,1,2,6224.045,"Egegik"
"2756",1,1,2021,322,7,1,3,2317.436,"Egegik"
"2757",1,1,2021,322,7,2,2,1994.774,"Egegik"
"2758",1,1,2021,322,7,2,3,1098.307821,"Egegik"
"2759",1,1,2021,321,8,1,2,4116.871,"Ugashik"
"2760",1,1,2021,321,8,1,3,1704.21,"Ugashik"
"2761",1,1,2021,321,8,2,2,292.859,"Ugashik"
"2762",1,1,2021,321,8,2,3,89.881,"Ugashik"
"2763",1,1,2021,325,3,1,2,517.493189,"Igushik"
"2764",1,1,2021,325,3,1,3,1031.358,"Igushik"
"2765",1,1,2021,325,3,2,2,9.56,"Igushik"
"2766",1,1,2021,325,3,2,3,14.124,"Igushik"
"2767",1,1,2021,325,1,1,2,5122.69588,"Wood"
"2768",1,1,2021,325,1,1,3,2593.204,"Wood"
"2769",1,1,2021,325,1,2,2,72.785,"Wood"
"2770",1,1,2021,325,1,2,3,1.604,"Wood"
"2771",1,1,2021,325,2,1,2,1144.481,"Nushagak"
"2772",1,1,2021,325,2,1,3,5047.749,"Nushagak"
"2773",1,1,2021,325,2,2,2,9.8865,"Nushagak"
"2774",1,1,2021,325,2,2,3,20.1865,"Nushagak"
"2775",1,1,2021,326,9,1,2,503.956,"Togiak"
"2776",1,1,2021,326,9,1,3,548.732,"Togiak"
"2777",1,1,2021,326,9,2,2,19.0275,"Togiak"
"2778",1,1,2021,326,9,2,3,6,"Togiak"
"2779",1,1,2021,325,2,0,3,0,"Nushagak"
"2780",1,1,2021,325,2,1,4,76.304,"Nushagak"
"2781",1,1,2022,324,4,1,2,5814.374,"Kvichak"
"2782",1,1,2022,324,4,1,3,3246.813,"Kvichak"
"2783",1,1,2022,324,4,2,2,2145.438,"Kvichak"
"2784",1,1,2022,324,4,2,3,290.125,"Kvichak"
"2785",1,1,2022,324,6,1,2,1629.85,"Alagnak"
"2786",1,1,2022,324,6,1,3,2285.233,"Alagnak"
"2787",1,1,2022,324,6,2,2,227.47,"Alagnak"
"2788",1,1,2022,324,6,2,3,234.371,"Alagnak"
"2789",1,1,2022,324,5,1,2,3840.608,"Naknek"
"2790",1,1,2022,324,5,1,3,3675.351,"Naknek"
"2791",1,1,2022,324,5,2,2,633.444,"Naknek"
"2792",1,1,2022,324,5,2,3,311.476,"Naknek"
"2793",1,1,2022,322,7,1,2,6131.586,"Egegik"
"2794",1,1,2022,322,7,1,3,3314.923,"Egegik"
"2795",1,1,2022,322,7,2,2,2498.436,"Egegik"
"2796",1,1,2022,322,7,2,3,1565.694,"Egegik"
"2797",1,1,2022,321,8,1,2,1845.715,"Ugashik"
"2798",1,1,2022,321,8,1,3,1642.095,"Ugashik"
"2799",1,1,2022,321,8,2,2,386.809,"Ugashik"
"2800",1,1,2022,321,8,2,3,220.328,"Ugashik"
"2801",1,1,2022,325,3,1,2,717.535,"Igushik"
"2802",1,1,2022,325,3,1,3,1300.854,"Igushik"
"2803",1,1,2022,325,3,2,2,18.205,"Igushik"
"2804",1,1,2022,325,3,2,3,22.763,"Igushik"
"2805",1,1,2022,325,1,1,2,9115.683,"Wood"
"2806",1,1,2022,325,1,1,3,2195.036,"Wood"
"2807",1,1,2022,325,1,2,2,206.838,"Wood"
"2808",1,1,2022,325,1,2,3,21.604,"Wood"
"2809",1,1,2022,325,2,1,2,2682.517,"Nushagak"
"2810",1,1,2022,325,2,1,3,12292.799,"Nushagak"
"2811",1,1,2022,325,2,2,2,50.439,"Nushagak"
"2812",1,1,2022,325,2,2,3,46.753,"Nushagak"
"2813",1,1,2022,326,9,1,2,153.333,"Togiak"
"2814",1,1,2022,326,9,1,3,1007.623,"Togiak"
"2815",1,1,2022,326,9,2,2,10.264,"Togiak"
"2816",1,1,2022,326,9,2,3,3.5805,"Togiak"
"2817",1,1,2022,325,2,0,3,26.322,"Nushagak"
"2818",1,1,2022,325,2,1,4,103.069,"Nushagak"
"2819",1,1,2023,324,4,1,2,1900.82,"Kvichak"
"2820",1,1,2023,324,4,1,3,5496.604,"Kvichak"
"2821",1,1,2023,324,4,2,2,566.177,"Kvichak"
"2822",1,1,2023,324,4,2,3,497.8,"Kvichak"
"2823",1,1,2023,324,6,1,2,1528.387,"Alagnak"
"2824",1,1,2023,324,6,1,3,1578.352,"Alagnak"
"2825",1,1,2023,324,6,2,2,116.8206071,"Alagnak"
"2826",1,1,2023,324,6,2,3,214.554,"Alagnak"
"2827",1,1,2023,324,5,1,2,2685.784,"Naknek"
"2828",1,1,2023,324,5,1,3,2248.995,"Naknek"
"2829",1,1,2023,324,5,2,2,559.423,"Naknek"
"2830",1,1,2023,324,5,2,3,423.194,"Naknek"
"2831",1,1,2023,322,7,1,2,2002.533,"Egegik"
"2832",1,1,2023,322,7,1,3,6198.512,"Egegik"
"2833",1,1,2023,322,7,2,2,1529.706,"Egegik"
"2834",1,1,2023,322,7,2,3,1828.599,"Egegik"
"2835",1,1,2023,321,8,1,2,1180.831,"Ugashik"
"2836",1,1,2023,321,8,1,3,1302.322,"Ugashik"
"2837",1,1,2023,321,8,2,2,402.782,"Ugashik"
"2838",1,1,2023,321,8,2,3,282.214,"Ugashik"
"2839",1,1,2023,325,3,1,2,612.677,"Igushik"
"2840",1,1,2023,325,3,1,3,1257.837,"Igushik"
"2841",1,1,2023,325,3,2,2,9.477,"Igushik"
"2842",1,1,2023,325,3,2,3,7.39325,"Igushik"
"2843",1,1,2023,325,1,1,2,5243.689,"Wood"
"2844",1,1,2023,325,1,1,3,2703.358,"Wood"
"2845",1,1,2023,325,1,2,2,80.228,"Wood"
"2846",1,1,2023,325,1,2,3,278.658,"Wood"
"2847",1,1,2023,325,2,1,2,802.881,"Nushagak"
"2848",1,1,2023,325,2,1,3,5402.867,"Nushagak"
"2849",1,1,2023,325,2,2,2,71.00510714,"Nushagak"
"2850",1,1,2023,325,2,2,3,159.261,"Nushagak"
"2851",1,1,2023,326,9,1,2,113.936,"Togiak"
"2852",1,1,2023,326,9,1,3,472.014,"Togiak"
"2853",1,1,2023,326,9,2,2,14.48853571,"Togiak"
"2854",1,1,2023,326,9,2,3,2.55,"Togiak"
"2855",1,1,2023,325,2,0,3,28.815,"Nushagak"
"2856",1,1,2023,325,2,1,4,185.3125667,"Nushagak"
